id,idType,label,canonicalFile
elizabeth-stettler-walker-gurney-obituary,source,Elizabeth Stettler Walker Gurney Obituary (2013),data/sources.json
english-heritage-baconsthorpe-castle-history,source,English Heritage - Baconsthorpe Castle history,data/sources.json
english-heritage-baconsthorpe-castle-wool-factory,source,English Heritage - Baconsthorpe Tudor wool factory,data/sources.json
evans-dammartin-genealogists-magazine-1965,source,"Evans, 'Dammartin' (Genealogists' Magazine 1965)",data/sources.json
explore-west-norfolk-harpley-st-lawrence,source,"Explore West Norfolk - St Lawrence, Harpley",data/sources.json
faden-map-norfolk-1797-hardingham,source,Faden map of Norfolk - Hardingham extract,data/sources.json
fs-east-dereham-manor-court-books,source,"FamilySearch - East Dereham manorial court books, 1623-1852",data/sources.json
fs-whinburgh-with-members-court-rolls,source,"FamilySearch - Whinburgh-with-Members manorial court rolls, 1595-1790",data/sources.json
fs-england-births-christenings,source,FamilySearch England Births and Christenings,data/sources.json
fs-england-deaths-burials-1538-1991,source,"FamilySearch England Deaths and Burials, 1538-1991",data/sources.json
fs-england-marriages-1538-1973,source,"FamilySearch England Marriages, 1538-1973",data/sources.json
fs-england-buckinghamshire-church-records-1217-1994,source,"FamilySearch England, Buckinghamshire, Church Records, 1217-1994",data/sources.json
fs-england-hertfordshire-parish-registers-1538-1912,source,"FamilySearch England, Hertfordshire, Parish Registers, 1538-1912",data/sources.json
fs-england-norfolk-parish-registers-1510-1997,source,"FamilySearch England, Norfolk, Parish Registers (County Record Office), 1510-1997",data/sources.json
familysearch-fulltext-search,source,FamilySearch Full-Text Search (AI-transcribed images),data/sources.json
fs-suffolk-probate-1636-1915,source,FamilySearch Suffolk County probate records,data/sources.json
farrer-church-heraldry-norfolk,source,"Farrer, Church Heraldry of Norfolk",data/sources.json
farrer-honors-knights-fees-v3-gurnay-extracts,source,"Farrer, Honors and Knights' Fees, vol. 3 - Gurnay extracts",data/sources.json
fauroux-recueil,source,"Fauroux, Recueil des actes des ducs de Normandie",data/sources.json
feltwell-net-mundefords-of-feltwell,source,feltwell.net -- The Mundefords of Feltwell,data/sources.json
ferrieres-en-bray-official-history,source,Ferrieres-en-Bray official history,data/sources.json
findagrave-john-gurney-252975617,source,"Find a Grave memorial 252975617 - John Gurney, Braintree, MA",data/sources.json
findmypast-boyds-inhabitants-london-candidate-d-gurney-cards,source,Findmypast Boyd's Inhabitants - Candidate D Gurney cards,data/sources.json
findmypast-bucks-baptism-index,source,Findmypast Buckinghamshire Baptism Index,data/sources.json
findmypast-bucks-burial-index,source,Findmypast Buckinghamshire Burial Index,data/sources.json
findmypast-bucks-marriage-index,source,Findmypast Buckinghamshire Marriage Index,data/sources.json
findmypast-ackworth-gurnoe-baptism-1637-john-thomas,source,"Findmypast England Births & Baptisms 1538-1975 - John Thomas Gurnoe, Ackworth, 1637",data/sources.json
findmypast-england-marriages-gurney-mary-wildcard-sweep-2026-06,source,"Findmypast England Marriages 1538-1973 - G*rn* + Mary wildcard sweep, June 2026",data/sources.json
findmypast-ackworth-gurnoe-burton-marriage-1636,source,"Findmypast England Marriages 1538-1973 - John Gurnoe + Mary Burton, Ackworth, 1636",data/sources.json
findmypast-hertfordshire-baptisms,source,Findmypast Hertfordshire Baptisms,data/sources.json
findmypast-hertfordshire-burials,source,Findmypast Hertfordshire Burials,data/sources.json
findmypast-john-gurney-2026may-supplementary-same-name-sweep,source,"Findmypast John Gurney same-name sweep, 12 May 2026 raw batch",data/sources.json
findmypast-bury-st-edmunds-st-mary-gurney-burials-1653-1656,source,Findmypast National Burial Index - Bury St Edmunds St Mary Gurney burials 1653-1656,data/sources.json
findmypast-norfolk-banns-marriages-index,source,FindMyPast Norfolk Banns and Marriages index,data/sources.json
findmypast-norfolk-baptisms-index,source,FindMyPast Norfolk Baptisms index,data/sources.json
findmypast-norfolk-burials-index,source,Findmypast Norfolk Burials index,data/sources.json
findmypast-uk-parish-baptisms,source,Findmypast UK Parish Baptisms,data/sources.json
fischer-albions-seed-1989,source,"Fischer, Albion's Seed",data/sources.json
fmg-medlands-normacre,source,FMG MedLands -- Normandy (Cawley),data/sources.json
foster-streeter-cummington,source,"Foster & Streeter, Only One Cummington (1974)",data/sources.json
foster-alumni-oxonienses-1500-1714,source,"Foster, Alumni Oxonienses 1500–1714",data/sources.json
comerford-dam-history,source,Frank D. Comerford Dam history (Wikipedia; North Star Monthly),data/sources.json
freebmd-freereg,source,FreeREG / FreeBMD,data/sources.json
fs-jw7y-c3b-john-gurney-baptism-st-ann-blackfriars,source,"FS index JW7Y-C3B — John Gurney baptism, St Ann Blackfriars, 1615, father Wm.",data/sources.json
fs-vnn2-4vc-marye-gurney-baptism-east-dereham,source,"FS index VNN2-4VC — Marye Gurney baptism 25 May 1618, East Dereham, father Francis",data/sources.json
fs-vnn2-h8s-francis-gurney-burial-east-dereham-1633,source,"FS index VNN2-H8S — Francis Gurney burial 8 November 1633, East Dereham",data/sources.json
fs-vnn2-scf-edward-gurney-baptism-east-dereham,source,"FS index VNN2-SCF — Edward Gurney baptism, East Dereham, father Francis",data/sources.json
fs-vnn2-wr2-marye-gurney-burial-east-dereham,source,"FS index VNN2-WR2 — Marye Gurney burial, East Dereham, father Francis",data/sources.json
fs-vnn2-wrg-agnes-gurney-burial-east-dereham,source,"FS index VNN2-WRG — Agnes (FS-indexed 'Susan') Gurney burial, East Dereham, father Francis",data/sources.json
ftdna-gurney-ydna,source,FTDNA Gurney Y-DNA project + Discover (public),data/sources.json
dumoulin-histoire-generale-normandie-1631,source,"Gabriel Dumoulin, Histoire générale de Normandie (1631)",data/sources.json
gaillefontaine-official-history,source,Gaillefontaine official history,data/sources.json
gancourt-saint-etienne-bulletin-2023,source,Gancourt-Saint-Etienne municipal bulletin 2023,data/sources.json
history-ac-uk-markets-fairs-gazetteer,source,Gazetteer of Markets and Fairs to 1516,data/sources.json
genuki-hardingham-white-1845,source,"GENUKI - Hardingham, White 1845",data/sources.json
gervers-st-john-secunda-camera-1982,source,"Gervers, Cartulary of the Knights of St John, Secunda Camera (Essex)",data/sources.json
ggm-benefice-harpley-church-history,source,GGM Benefice - Harpley Church History,data/sources.json
ggm-benefice-harpley-rectors,source,GGM Benefice - Harpley Register of Rectors,data/sources.json
gibson-dell-protestation,source,"Gibson & Dell, Protestation Returns guide",data/sources.json
girders-net-medieval-gurney-abstracts,source,girders.net Medieval Gurney Abstracts,data/sources.json
great-ellingham-manor-farmhouse-hingham-road,source,Great Ellingham - Manor Farmhouse in Hingham Road,data/sources.json
great-river-hydro-deerfield-history,source,"Great River Hydro, 'Our History' (Deerfield/Connecticut developments)",data/sources.json
grigson-garveston-register-transcripts,source,"Grigson, Garveston parish register transcripts, 1538-1845",data/sources.json
grokipedia-edmund-gurney-divine,source,Grokipedia - Edmund Gurney (divine),data/sources.json
gurnay-redivivus-1660,source,Gurnay Redivivus (1660),data/sources.json
gurney-family-handwritten-notes-1963,source,Gurney family handwritten notes 1963,data/sources.json
gurney-family-papers-g3-to-g2-certificates-clippings,source,Gurney family papers from G3 to G2,data/sources.json
three-hundred-years-norman-house,source,"Hannay, Three Hundred Years of a Norman House",data/sources.json
hardingham-parish-history-2026,source,Hardingham Parish - History of Hardingham,data/sources.json
harleian-st-vedast-st-michael-le-quern-registers,source,Harleian Society - St Vedast and St Michael le Quern registers,data/sources.json
bho-1640-principal-inhabitants-london-deferred,source,"Harvey - List of the Principal Inhabitants of the City of London, 1640 (deferred)",data/sources.json
hasted-kent-vol4,source,"Hasted, History of Kent, vol. 4",data/sources.json
hatton-book-of-seals-1958,source,Hatton Book of Seals (Loyd & Stenton),data/sources.json
hazen-billerica-1883,source,"Hazen, History of Billerica",data/sources.json
henry-project-matilda-flanders-gundred,source,Henry Project - Matilda of Flanders / Gundred,data/sources.json
henry-project-william-conqueror-gundred,source,Henry Project - William the Conqueror / Gundred,data/sources.json
nichols-herald-v3,source,Herald & Genealogist v3 p.9,data/sources.json
heralds-visit-essex-1664,source,Heralds' Visitation Essex 1664,data/sources.json
heralds-visit-london-1633,source,Heralds' Visitation London 1633,data/sources.json
hingham-register,source,Hingham parish register,data/sources.json
histoire-chronique-normandie-1610,source,Histoire et Chronique de Normandie (Rouen 1610),data/sources.json
historic-england-baconsthorpe-castle-1013093,source,Historic England - Baconsthorpe Castle (1013093),data/sources.json
historic-england-old-hall-farmhouse-1077566,source,Historic England - Old Hall Farmhouse (1077566),data/sources.json
hrp-anne-boleyn,source,"Historic Royal Palaces, Anne Boleyn",data/sources.json
nfwf-little-neck-bay-history-ecology-2008,source,History and Ecology of Little Neck Bay,data/sources.json
hop-drury-robert-i-1456-1535,source,"History of Parliament -- DRURY, Sir Robert I (by 1456-1535)",data/sources.json
hop-harling,source,History of Parliament / biography — Sir Robert Harling (d.1435),data/sources.json
hop-gurdon-brampton-1566-1650,source,"History of Parliament Online — Gurdon, Brampton (1566-1650)",data/sources.json
hop-gurney,source,History of Parliament Online — Gurney,data/sources.json
hop-berney,source,"History of Parliament — Berney, Sir Robert (c.1365-1415)",data/sources.json
history-of-town-of-hingham-1893,source,"History of the Town of Hingham, Massachusetts (1893)",data/sources.json
history-of-weymouth,source,"History of Weymouth, Massachusetts (1923)",data/sources.json
hmc-12th-report-appendix-ix-1891,source,hmc-12th-report-appendix-ix-1891,data/sources.json
hobart-abington-1839,source,"Hobart, Historical Sketch of Abington (1839)",data/sources.json
hobart-benjamin-history-abington-1866,source,"Hobart, History of the Town of Abington (1866)",data/sources.json
holinshed-chronicles-1577,source,"Holinshed, Chronicles of England, Scotlande, and Irelande (1577) -- laste volume",data/sources.json
tag-10-70,source,"Holman, Grissell of the Many Marriages",data/sources.json
hoosac-tunnel-wilmington-railroad,source,Hoosac Tunnel & Wilmington Railroad (Wikipedia),data/sources.json
history-of-parliament-online-gurney-1386-1421,source,HoP Online -- Gurney John d.1408,data/sources.json
hotten-original-lists-1874,source,"Hotten, Original Lists of Persons of Quality (1874)",data/sources.json
norwich-records-hudson-tingey-vol2,source,"Hudson and Tingey -- Records of the City of Norwich, vol. ii (1910)",data/sources.json
hull-thesis-english-way-of-war-1360-1399,source,"Hull PhD thesis — The English Way of War, 1360–1399",data/sources.json
arber-stationers-bsoc-petition-1646-hunscott,source,"Hunscott - Humble Petition and Information, 1646 (Wing H3728)",data/sources.json
hurlock-oldfield-crusading-pilgrimage-norman-2015,source,"Hurlock and Oldfield, Crusading and Pilgrimage in the Norman World (2015)",data/sources.json
rye-index-rerum-norfolk-antiquities-1910,source,"Index Rerum to Norfolk Antiquities (Rye, 1910)",data/sources.json
bho-ipm-edward-ii-vol5-gournay-somerset,source,"IPM Edward II vol. 5, no. 538 - Somerset Gournay fees (Anselm, Thomas)",data/sources.json
keates-rohan-domesday,source,"Keates-Rohan, Domesday People",data/sources.json
keats-rohan-domesday-descendants-2002,source,"Keats-Rohan, Domesday Descendants",data/sources.json
lestrange-rye-norwich-freemen-1317-1603,source,"L'Estrange/Rye, Calendar of the Freemen of Norwich, 1317-1603",data/sources.json
laslett-world-we-have-lost-1965,source,"Laslett, World We Have Lost",data/sources.json
lechford-note-book,source,Lechford's Note-Book 1638-1641,data/sources.json
les-olim,source,Les Olim (French legal records),data/sources.json
fairhaven-lester-obituary,source,"Lester Hayes Gurney Obituary (FairHaven, 2025)",data/sources.json
letters-papers-henry-viii,source,"Letters and Papers, Foreign and Domestic, Henry VIII",data/sources.json
liber-niger,source,Liber Niger Scaccarii,data/sources.json
lloyd-family-boston,source,Lloyd family of Boston and Lloyd Neck (compiled/collector references),data/sources.json
lma-st-augustine-watling-register-candidate-d-images,source,LMA St Augustine Watling Street register - Candidate D images,data/sources.json
lma-st-giles-cripplegate-register-john-grone-1630,source,LMA St Giles Cripplegate - John Grone baptism (1630),data/sources.json
lma-st-magnus-martyr-register-candidate-d-images,source,LMA St Magnus the Martyr register - Candidate D images,data/sources.json
lma-st-mary-magdalen-old-fish-street-john-grene-1634,source,LMA St Mary Magdalen Old Fish Street - John Grene baptism (1634),data/sources.json
lma-st-swithin-london-stone-register-john-grine-1640,source,LMA St Swithin London Stone - John Grine marriage (1640/1),data/sources.json
bho-london-hearth-tax-merry-2010,source,London Hearth Tax project database (Merry 2010),data/sources.json
london-archdeaconry-court-probate-index-brs-089,source,london-archdeaconry-court-probate-index-brs-089,data/sources.json
loyd-origins,source,"Loyd, Origins of Some Anglo-Norman Families",data/sources.json
delisle-critique-of-dg,source,Léopold Delisle's critique of Daniel Gurney,data/sources.json
macris-mhc,source,MACRIS - Massachusetts Cultural Resource Information System,data/sources.json
macris-cum-115-gurney-ase-house,source,"MACRIS CUM.115 - Gurney, Ase House (51 Main St, Cummington)",data/sources.json
macris-cum-151-gurney-asa-house,source,"MACRIS CUM.151 - Gurney, Asa House (75 Mount Rd, Cummington)",data/sources.json
massachusetts-bay-records-v2-1853,source,"Mass. Bay Records, vol. 2 (1642–1649), Shurtleff ed.",data/sources.json
massachusetts-archives-vol-45-lands-1622-1726,source,"Massachusetts Archives, vol. 45 (Lands, 1622–1726)",data/sources.json
massachusetts-bay-records-v1-1853,source,"Massachusetts Bay Records, vol. 1",data/sources.json
massachusetts-bay-records-v5-1854,source,"Massachusetts Bay Records, vol. 5 (1674-1686), Shurtleff ed.",data/sources.json
massachusetts-state-archives-colonial,source,"Massachusetts State Archives, colonial period (petition calendar)",data/sources.json
ma-wills-probate-records,source,"Massachusetts Wills and Probate Records, 1635-1991",data/sources.json
may-henry-gurney-spenser-2005,source,"May, Henry Gurney reads Spenser",data/sources.json
mcgraw-edison-history,source,McGraw-Edison company history (Wikipedia; Eaton/Cooper heritage),data/sources.json
medievalgenealogy-gerbod-gundred-documents,source,MedievalGenealogy.org.uk - Gerbod and Gundred documents,data/sources.json
medievalgenealogy-cp25-1-21-112-stone-hartwell,source,"medievalgenealogy.org.uk — CP 25/1/21/112 fine, Stone and Hartwell, Bucks",data/sources.json
mendon-proprietors-records-1899,source,Mendon Proprietors' Records (1899),data/sources.json
suffolk-visitations-metcalfe-1882,source,"Metcalfe, Visitations of Suffolk",data/sources.json
mhs-winthrop-papers-newgate-deed-1639,source,"MHS Winthrop Papers, Newgate deed",data/sources.json
middleborough-marriages-by-mens-name,source,Middleborough marriages by men's name,data/sources.json
military-communities-knolles-1370,source,Military Communities in Late Medieval England — Knolles 1370 chapter,data/sources.json
millican-register-freemen-norwich-1934,source,"Millican, Register of the Freemen of Norwich, 1548-1713",data/sources.json
morant-essex,source,"Morant, History of Essex",data/sources.json
mosaic-dvd-hugue-de-gournay,source,Mosaic DVD - Hugue de Gournay,data/sources.json
munsell-history-queens-flushing-1882,source,"Munsell, History of Queens County - Flushing",data/sources.json
muskett-suffolk-manorial-families-v1-1900,source,"Muskett, Suffolk Manorial Families, vol. 1 (1900)",data/sources.json
muskett-suffolk-manorial-families-v2-1900,source,"Muskett, Suffolk Manorial Families, vol. 2 (1900)",data/sources.json
muskett-suffolk-manorial-families-v3-1900,source,"Muskett, Suffolk Manorial Families, vol. 3 pt. 1 (1900)",data/sources.json
nash-historical-sketch-weymouth-1885,source,"Nash, Historical Sketch of Weymouth (1885)",data/sources.json
national-churches-trust-harpley-st-lawrence,source,National Churches Trust - Harpley St Lawrence,data/sources.json
nehgr-12-suffolk-wills-1858,source,NEHGR 12 - Suffolk Wills - John Gurney probate abstract,data/sources.json
nehgr-121-hobart-journal-1967,source,"NEHGR 121 — ""The Hobart Journal"" (1967)",data/sources.json
nehgr-13-abstracts-of-early-wills-1859,source,"NEHGR 13 - Abstracts of Early Wills (Margery Laver, 1664)",data/sources.json
nehgr-49-genealogical-gleanings-john-lewis,source,"NEHGR 49 - Genealogical Gleanings, John Lewis will",data/sources.json
nehgr-62-94,source,NEHGR 62:94,data/sources.json
nehgr-30-432,source,"NEHGR vol. 30 (1876), p. 432 — Capt. William Tyng inventory",data/sources.json
nehh-congregational-library-colonial-church-records,source,New England's Hidden Histories (Congregational Library & Archives),data/sources.json
nj-marriage-index-1901-2016,source,"New Jersey Marriage Index, 1901-2016",data/sources.json
nyclipper-1895-08-patchogue-fauntleroy,source,"New York Clipper, August 1895 — Patchogue Lord Fauntleroy notice",data/sources.json
ny-war-1812-payroll-abstracts,source,New York War of 1812 militia payroll abstracts,data/sources.json
nher-mnf9108-old-hall-great-ellingham,source,"NHER MNF9108 — Old Hall, Great Ellingham",data/sources.json
nher-great-ellingham-parish-summary,source,NHER Parish Summary — Great Ellingham,data/sources.json
nro-catalogue-atom,source,Norfolk Record Office online catalogue (AtoM),data/sources.json
nro-ncc-wills-registers,source,"Norfolk Record Office, NCC Will Registers",data/sources.json
norfolk-wills-extracts-bradfer-lawrence,source,"Norfolk wills extracts, 1370-1763 (Bradfer-Lawrence)",data/sources.json
norfolk-wills-probate-index-1371-1858,source,"Norfolk wills/probate index, 1371-1858",data/sources.json
norman-geo-archives76-commune-dossiers-2026,source,Norman geo overlay - Archives 76 commune dossiers,data/sources.json
norman-geo-controlling-sources-2026,source,Norman geo overlay - controlling online sources,data/sources.json
norman-geo-locator-criquiers-torchy-2026,source,Norman geo overlay - Criquiers and Torchy locators,data/sources.json
norman-geo-institutional-localities-2026,source,Norman geo overlay - institutional locality pages,data/sources.json
norman-geo-local-history-tourism-2026,source,Norman geo overlay - local history and tourism pages,data/sources.json
norman-geo-locator-saint-quentin-hericourt-2026,source,Norman geo overlay - Saint-Quentin and Hericourt locators,data/sources.json
norman-geo-locator-southern-boundary-2026,source,Norman geo overlay - southern boundary locators,data/sources.json
normonde-hugues-1er-de-gournay,source,Normonde authority file: Hugues Ier de Gournay,data/sources.json
norwich-university-history,source,Norwich University history (Wikipedia; Norwich catalog),data/sources.json
nps-adams-nhp,source,NPS Adams National Historical Park CLR,data/sources.json
nro-pd-12-1,source,"NRO PD 12/1 (St Martin at Palace, Norwich)",data/sources.json
nro-pd-86-41,source,NRO PD 86/41 (East Dereham register),data/sources.json
nrp-recherches-possessions-1852,source,"NRP de la Mairie, Recherches…Possessions des Sires Normands (1852)",data/sources.json
ny-state-military-museum-127th-infantry,source,NYS Military Museum - 127th Infantry Regiment,data/sources.json
odnb-richard-gurney-lord-mayor,source,"ODNB - Sir Richard Gurney, 1st baronet (1576/7-1647), Lord Mayor",data/sources.json
odnb-matthew-gournay,source,"ODNB / DNB — Sir Matthew de Gournay (d. 1406), soldier",data/sources.json
opendomesday-org,source,Open Domesday,data/sources.json
openedition-abbayes-seigneurs-normands-annexe,source,"OpenEdition, abbeys founded by Norman lords",data/sources.json
orderic-vitalis-chibnall-vol-5,source,"Orderic Vitalis, Historia Aecclesiastica, ed./trans. Chibnall, vol. 5 (Books 9-10)",data/sources.json
orderic-vitalis-chibnall-vol-6,source,"Orderic Vitalis, Historia Aecclesiastica, ed./trans. Chibnall, vol. 6 (Books 11-13)",data/sources.json
ormerod-strigulensia-1861,source,"Ormerod, Strigulensia (1861)",data/sources.json
ota-corpus-christi-1619,source,OTA - Corpus Christi (1619),data/sources.json
ota-romish-chaine-1624,source,OTA - The Romish chaine (1624),data/sources.json
paige-list-freemen-massachusetts-1849,source,"Paige, List of Freemen of Massachusetts (1849)",data/sources.json
painchault-gaillefontaine-2012,source,"Painchault, Gaillefontaine fortification (PURH 2012)",data/sources.json
palgrave-history-england-normandy-1864,source,"Palgrave, History of England and Normandy",data/sources.json
palmer-perlustration-yarmouth-1872,source,"Palmer, Perlustration of Great Yarmouth (1872)",data/sources.json
park-royal-holloway-thesis-2013,source,"Park, PhD thesis (Royal Holloway, 2013) -- crusading inheritance protection",data/sources.json
paston-letters-gairdner,source,Paston Letters -- Gairdner edition (1904),data/sources.json
paston-letters-davis,source,Paston Letters and Papers -- Davis edition,data/sources.json
pattou-racines-histoire-gournay-2025,source,Pattou Racines Histoire -- Gournay,data/sources.json
pcc-prob11-461-dyer-lewis-nevis,source,"PCC will of John Lewis of Nevis (PROB 11/461, Dyer, 1701)",data/sources.json
pcc-prob11-10-vox-calthorpe-1495,source,"PCC will of Sir William Calthorpe (PROB 11/10, Vox, 1495)",data/sources.json
pcc-rivett-rattlesden-wills,source,"PCC wills - Rivett/Ryvett of Rattlesden (1610, 1626)",data/sources.json
ukda-4816-pcc-wills-index,source,"PCC Wills index, 1384-1858 (UK Data Service SN 4816)",data/sources.json
pease-pennyghael,source,Pease genealogy (Pennyghael),data/sources.json
pettigrew-collectanea-house-gournay-1871,source,"Pettigrew, On the House of Gournay",data/sources.json
phillimore-bucks-marriages-vol1,source,"Phillimore Bucks parish registers, marriages, vol. 1",data/sources.json
field-genealogy-pierce-1901,source,"Pierce, Field Genealogy (1901)",data/sources.json
planche-conqueror-companions-1874,source,"Planche, The Conqueror and His Companions",data/sources.json
plymouth-colony-records-vol8-shurtleff-pulsifer-1857,source,"Plymouth Colony Records, vol. 8 (Shurtleff & Pulsifer, 1855-1861)",data/sources.json
plymouth-probate-john-harden-1751-will,source,Plymouth Probate - John Harden will (1751),data/sources.json
pope-pioneers-of-massachusetts-1900,source,"Pope, The Pioneers of Massachusetts (1900)",data/sources.json
porter-genealogy-richard-porter-1878,source,"Porter, Genealogy of the Descendants of Richard Porter (1878)",data/sources.json
potin-recherches-ville-gournay-1842,source,"Potin de la Mairie, Recherches…ville de Gournay (1842)",data/sources.json
potts-monastic-revival-regional-identity-1997,source,"Potts, Monastic Revival and Regional Identity (1997)",data/sources.json
powell-historie-cambria-1584,source,Powell -- Historie of Cambria (1584),data/sources.json
suffolk-institute-proceedings-v1,source,"Proceedings of the Suffolk Institute of Archaeology, vol. 1 (1853)",data/sources.json
gurney-drogo-pilgrimage-research-2026,source,Project research handoff -- Gerard de Gournay Drogo/pilgrimage/death window (2026),data/sources.json
projet-conde-conquets-hue-gournay,source,"Projet ConDE, Conquets Hue de Gournay custom",data/sources.json
protestation-returns,source,Protestation Returns 1641–42,data/sources.json
diceto-opera-historica-vol1-stubbs-1876,source,"Ralph de Diceto, Opera Historica, ed. Stubbs (Rolls Series 68, 1876)",data/sources.json
gournay-supp-reconstructed,source,"Reconstructed Loose Supplement (Bernau, 1858)",data/sources.json
records-first-church-dorchester-1891,source,"Records of the First Church at Dorchester, 1636-1734 (1891)",data/sources.json
suffolk-county-court-records-1671-1680-csm-29-30,source,"Records of the Suffolk County Court, 1671-1680 (CSM 29-30, 1933)",data/sources.json
recueil-actes-henri-ii-delisle-berger-introduction,source,"Recueil des actes de Henri II, Delisle/Berger, Introduction (1909)",data/sources.json
recueil-actes-henri-ii-delisle-berger-vol-1,source,"Recueil des actes de Henri II, Delisle/Berger, vol. 1 (1916)",data/sources.json
recueil-actes-henri-ii-delisle-berger-vol-2,source,"Recueil des actes de Henri II, Delisle/Berger, vol. 2 (1920)",data/sources.json
rhgf-vol-15-1878,source,"Recueil des historiens des Gaules et de la France, tome 15 (1878 ed.)",data/sources.json
redbook-exchequer-hall-v1,source,"Red Book of the Exchequer, vol. 1 (Hall)",data/sources.json
regesta-rano,source,Regesta Regum Anglo-Normannorum (Bates),data/sources.json
registrum-roffense-1769,source,Registrum Roffense (Thorpe),data/sources.json
richardson-sgm-soc-genealogy-medieval-2002,source,Richardson SGM 2002 -- Walter not son of Gerard,data/sources.json
rigler-genealogy-notes-c1980,source,"Rigler genealogy notes (worksheets, c. 1980)",data/sources.json
rigler-gurney-family-aaron-zuinglius-1994,source,"Rigler, Gurney family from Aaron to Zuinglius",data/sources.json
rising-millican-norwich-apprentices-index-nrs29-1959,source,"Rising & Millican, Index of Indentures of Norwich Apprentices (NRS 29)",data/sources.json
rollco-other-companies-gurney-1573-1653,source,"ROLLCO - Gurney events in Clothworkers, Tallow Chandlers, Mercers (1573-1653)",data/sources.json
rollco-drapers-gurney-old-change-cluster,source,ROLLCO Drapers - Robert and John Gurney Old Change cluster,data/sources.json
rollco-stationers-gurney-1613-1626,source,ROLLCO Stationers - John Gurney 1613 binding and Robert Gurney 1616-1626 apprenticeship sequence,data/sources.json
rollco-stationers-hunscott-cluster,source,ROLLCO Stationers - Joseph Hunscott cluster,data/sources.json
rotuli-hundredorum-record-commission-1812,source,"Rotuli Hundredorum, vol. 1",data/sources.json
rudder-gloucestershire-1779,source,"Rudder, A New History of Gloucestershire (1779)",data/sources.json
rye-norfolk-antiquarian,source,"Rye, Norfolk Antiquarian — Gurneys of Norwich",data/sources.json
rye-feet-of-fines-norfolk,source,"Rye, Short Calendar of the Feet of Fines for Norfolk (Parts I-II)",data/sources.json
rye-visitacion-norffolk-1891,source,"Rye, Visitacion of Norffolk (1891)",data/sources.json
sanhs-excursions-1907-apocryphal-book-dan,source,SANHS Excursions: Apocryphal Book of Dan note,data/sources.json
savage-dictionary,source,"Savage, Genealogical Dictionary",data/sources.json
ukda-9263-mt-apprentices-scott-2024,source,"Scott, Merchant Taylors' Apprentices 1583-1800 (UKDA-SN-9263)",data/sources.json
unicaen-scripta-selected-gournay-acts,source,SCRIPTA selected Gournay acts,data/sources.json
husting-wills-london-vol2-sharpe,source,Sharpe -- Calendar of Wills Court of Husting London Part II (1890),data/sources.json
shedd-daniel-shed-genealogy-1920,source,"Shedd, Daniel Shed Genealogy (1920)",data/sources.json
shepard-spicksley-worth-age-2011,source,"Shepard & Spicksley, Worth, age & social status (2011)",data/sources.json
medievalsoldier-database,source,Soldier in Later Medieval England Online Database,data/sources.json
spr-case-338-john-gurney-probate-1663,source,SPR Case #338 - John Gurney probate inventory,data/sources.json
sprague-braintree,source,"Sprague, Genealogies of Braintree",data/sources.json
st-benet-fink-register,source,"St Benet Fink register, London",data/sources.json
lma-st-giles-cripplegate-register-p69-gis-a-002,source,"St Giles Cripplegate, parish register (LMA P69/GIS/A/002/MS06419/003)",data/sources.json
st-mary-maldon-register,source,St Mary's Maldon register,data/sources.json
lma-st-mary-harrow-register-dro003,source,"St Mary, Harrow on the Hill, parish register (LMA DRO/003)",data/sources.json
stirnet-gurney-pedigree,source,Stirnet -- Pedigree of the Gournays of Norfolk,data/sources.json
suffolk-deeds-liber-i-1880,source,"Suffolk Deeds, Liber I (1880)",data/sources.json
suffolk-deeds-liber-iv-1888,source,"Suffolk Deeds, Liber IV (1888)",data/sources.json
suffolk-deeds-liber-12-1902,source,"Suffolk Deeds, Liber XII (1902)",data/sources.json
suffolk-probate-index-v2-1895,source,"Suffolk Probate Index, vol. 2",data/sources.json
suger-vie-louis-le-gros,source,"Suger, Vie de Louis le Gros",data/sources.json
gournay-en-bray-1844,source,Supplément aux recherches historiques sur Gournay-en-Bray (1844),data/sources.json
swann-chethams-library-ms-a4-15-2016,source,"Swann, Chetham's Library MS A.4.15",data/sources.json
gascon-rolls-project,source,The Gascon Rolls Project (1317-1468),data/sources.json
neverending-hobby-john-gurney-us-1636,source,"The Neverending Hobby - John Gurney, US 1636",data/sources.json
folger-romish-chaine-1624,source,The Romish chaine (1624) - Internet Archive / Folger,data/sources.json
thompson-mobility-migration-1994,source,"Thompson, Mobility and Migration (1994)",data/sources.json
thoms-anecdotes-traditions-1839,source,"Thoms, Anecdotes and Traditions",data/sources.json
tna-a2a-705-349-aylesbury-1483-grant,source,"TNA A2A 705:349/12946/495200 — Aylesbury grant, 4 April 1483",data/sources.json
tna-dl-42-2-33-5-richard-i-canville-nicholaa-de-la-haye,source,TNA DL 42/2/33/5 — Richard I grant to Gerard de Canville and Nicholaa de la Haye,data/sources.json
tna-e115-180-113-certificate-of-residence-1641,source,"TNA E 115/180/113 - certificate of residence, John Gurney, 1641",data/sources.json
tna-e179-1661-london-poll-tax-deferred,source,"TNA E179 - 1661 Free and Voluntary Present, City of London (deferred image-pull target)",data/sources.json
tna-pcc-gurney-elimination-corpus,source,"TNA PCC Gurney probate corpus (1577-1682, elimination set)",data/sources.json
tna-pcc-probate,source,TNA PCC Probate Records,data/sources.json
